pbs_code,prescriber_code,prescriber_type,schedule_code
"14119D","M","Medical Practitioners","3834"
"14120E","M","Medical Practitioners","3834"
"14121F","M","Medical Practitioners","3834"
"14122G","M","Medical Practitioners","3834"
"14123H","M","Medical Practitioners","3834"
"14124J","M","Medical Practitioners","3834"
"14125K","M","Medical Practitioners","3834"
"14126L","M","Medical Practitioners","3834"
"14126L","N","Nurse Practitioners","3834"
"14127M","M","Medical Practitioners","3834"
"14128N","M","Medical Practitioners","3834"
"14130Q","M","Medical Practitioners","3834"
"14131R","M","Medical Practitioners","3834"
"14133W","M","Medical Practitioners","3834"
"14134X","M","Medical Practitioners","3834"
"14135Y","M","Medical Practitioners","3834"
"14136B","M","Medical Practitioners","3834"
"14137C","M","Medical Practitioners","3834"
"14138D","M","Medical Practitioners","3834"
"14139E","M","Medical Practitioners","3834"
"14140F","M","Medical Practitioners","3834"
"14141G","M","Medical Practitioners","3834"
"14142H","M","Medical Practitioners","3834"
"14143J","M","Medical Practitioners","3834"
"14144K","M","Medical Practitioners","3834"
"14146M","M","Medical Practitioners","3834"
"14147N","M","Medical Practitioners","3834"
"14148P","M","Medical Practitioners","3834"
"14149Q","M","Medical Practitioners","3834"
"14149Q","N","Nurse Practitioners","3834"
"1414K","M","Medical Practitioners","3834"
"1414K","N","Nurse Practitioners","3834"
"14150R","M","Medical Practitioners","3834"
"14150R","N","Nurse Practitioners","3834"
"14151T","M","Medical Practitioners","3834"
"14151T","N","Nurse Practitioners","3834"
"14153X","M","Medical Practitioners","3834"
"14154Y","M","Medical Practitioners","3834"
"14155B","M","Medical Practitioners","3834"
"14156C","M","Medical Practitioners","3834"
"14157D","M","Medical Practitioners","3834"
"14158E","M","Medical Practitioners","3834"
"14159F","M","Medical Practitioners","3834"
"1415L","M","Medical Practitioners","3834"
"14160G","M","Medical Practitioners","3834"
"14160G","N","Nurse Practitioners","3834"
"14160G","W","Midwives","3834"
"14161H","M","Medical Practitioners","3834"
"14162J","M","Medical Practitioners","3834"
"14163K","M","Medical Practitioners","3834"
"14163K","N","Nurse Practitioners","3834"
"14164L","M","Medical Practitioners","3834"
"14165M","M","Medical Practitioners","3834"
"14166N","M","Medical Practitioners","3834"
"14166N","N","Nurse Practitioners","3834"
"14167P","M","Medical Practitioners","3834"
"14168Q","M","Medical Practitioners","3834"
"14169R","M","Medical Practitioners","3834"
"1416M","M","Medical Practitioners","3834"
"14170T","M","Medical Practitioners","3834"
"14171W","M","Medical Practitioners","3834"
"14172X","M","Medical Practitioners","3834"
"14173Y","M","Medical Practitioners","3834"
"14174B","M","Medical Practitioners","3834"
"14175C","M","Medical Practitioners","3834"
"14176D","M","Medical Practitioners","3834"
"14177E","M","Medical Practitioners","3834"
"14178F","M","Medical Practitioners","3834"
"14179G","M","Medical Practitioners","3834"
"1417N","M","Medical Practitioners","3834"
"1417N","N","Nurse Practitioners","3834"
"14180H","M","Medical Practitioners","3834"
"14181J","M","Medical Practitioners","3834"
"14182K","M","Medical Practitioners","3834"
"14183L","M","Medical Practitioners","3834"
"14184M","M","Medical Practitioners","3834"
"14185N","M","Medical Practitioners","3834"
"14188R","M","Medical Practitioners","3834"
"14189T","M","Medical Practitioners","3834"
"1418P","M","Medical Practitioners","3834"
"1418P","N","Nurse Practitioners","3834"
"14190W","M","Medical Practitioners","3834"
"14191X","M","Medical Practitioners","3834"
"14192Y","M","Medical Practitioners","3834"
"14193B","M","Medical Practitioners","3834"
"14193B","N","Nurse Practitioners","3834"
"14195D","M","Medical Practitioners","3834"
"14196E","M","Medical Practitioners","3834"
"14197F","M","Medical Practitioners","3834"
"14198G","M","Medical Practitioners","3834"
"14199H","M","Medical Practitioners","3834"
"1419Q","M","Medical Practitioners","3834"
"14200J","M","Medical Practitioners","3834"
"14201K","M","Medical Practitioners","3834"
"14202L","M","Medical Practitioners","3834"
"14202L","N","Nurse Practitioners","3834"
"14205P","M","Medical Practitioners","3834"
"14206Q","M","Medical Practitioners","3834"
"14207R","M","Medical Practitioners","3834"
"14208T","M","Medical Practitioners","3834"
"14209W","M","Medical Practitioners","3834"
"14210X","M","Medical Practitioners","3834"
"14211Y","M","Medical Practitioners","3834"
"14212B","M","Medical Practitioners","3834"
"14213C","M","Medical Practitioners","3834"
"14214D","M","Medical Practitioners","3834"
"14215E","M","Medical Practitioners","3834"
"14216F","M","Medical Practitioners","3834"
"14217G","M","Medical Practitioners","3834"
"14218H","M","Medical Practitioners","3834"
"14219J","M","Medical Practitioners","3834"
"14221L","M","Medical Practitioners","3834"
"14222M","M","Medical Practitioners","3834"
"14223N","M","Medical Practitioners","3834"
"14224P","M","Medical Practitioners","3834"
"14225Q","M","Medical Practitioners","3834"
"14226R","M","Medical Practitioners","3834"
"14227T","M","Medical Practitioners","3834"
"14228W","M","Medical Practitioners","3834"
"14229X","M","Medical Practitioners","3834"
"14230Y","M","Medical Practitioners","3834"
"14231B","M","Medical Practitioners","3834"
"14232C","M","Medical Practitioners","3834"
"14233D","M","Medical Practitioners","3834"
"14234E","M","Medical Practitioners","3834"
"14235F","M","Medical Practitioners","3834"
"14236G","M","Medical Practitioners","3834"
"14237H","M","Medical Practitioners","3834"
"14238J","M","Medical Practitioners","3834"
"14239K","M","Medical Practitioners","3834"
"14239K","N","Nurse Practitioners","3834"
"1423X","M","Medical Practitioners","3834"
"14240L","M","Medical Practitioners","3834"
"14242N","M","Medical Practitioners","3834"
"14243P","M","Medical Practitioners","3834"
"14244Q","M","Medical Practitioners","3834"
"14245R","M","Medical Practitioners","3834"
"14246T","M","Medical Practitioners","3834"
"14247W","M","Medical Practitioners","3834"
"14248X","M","Medical Practitioners","3834"
"14249Y","M","Medical Practitioners","3834"
"14250B","M","Medical Practitioners","3834"
"14251C","M","Medical Practitioners","3834"
"14252D","M","Medical Practitioners","3834"
"14253E","M","Medical Practitioners","3834"
"14254F","M","Medical Practitioners","3834"
"14255G","M","Medical Practitioners","3834"
"14256H","M","Medical Practitioners","3834"
"14257J","M","Medical Practitioners","3834"
"14258K","M","Medical Practitioners","3834"
"14259L","M","Medical Practitioners","3834"
"14259L","N","Nurse Practitioners","3834"
"14260M","M","Medical Practitioners","3834"
"14261N","M","Medical Practitioners","3834"
"14262P","M","Medical Practitioners","3834"
"14263Q","M","Medical Practitioners","3834"
"14264R","M","Medical Practitioners","3834"
"14265T","M","Medical Practitioners","3834"
"14266W","M","Medical Practitioners","3834"
"14267X","M","Medical Practitioners","3834"
"14268Y","M","Medical Practitioners","3834"
"14269B","M","Medical Practitioners","3834"
"1426C","M","Medical Practitioners","3834"
"1426C","N","Nurse Practitioners","3834"
"14270C","M","Medical Practitioners","3834"
"14271D","M","Medical Practitioners","3834"
"14272E","M","Medical Practitioners","3834"
"14273F","M","Medical Practitioners","3834"
"14274G","M","Medical Practitioners","3834"
"14275H","M","Medical Practitioners","3834"
"14276J","M","Medical Practitioners","3834"
"14277K","M","Medical Practitioners","3834"
"14278L","M","Medical Practitioners","3834"
"14279M","M","Medical Practitioners","3834"
"14280N","M","Medical Practitioners","3834"
"14281P","M","Medical Practitioners","3834"
"14282Q","M","Medical Practitioners","3834"
"14283R","M","Medical Practitioners","3834"
"14284T","M","Medical Practitioners","3834"
"14285W","M","Medical Practitioners","3834"
"14286X","M","Medical Practitioners","3834"
"14287Y","M","Medical Practitioners","3834"
"14288B","M","Medical Practitioners","3834"
"14289C","M","Medical Practitioners","3834"
"14290D","M","Medical Practitioners","3834"
"14290D","N","Nurse Practitioners","3834"
"14291E","M","Medical Practitioners","3834"
"14291E","N","Nurse Practitioners","3834"
"14292F","M","Medical Practitioners","3834"
"14293G","M","Medical Practitioners","3834"
"14293G","N","Nurse Practitioners","3834"
"14294H","M","Medical Practitioners","3834"
"14295J","M","Medical Practitioners","3834"
"14296K","M","Medical Practitioners","3834"
"14297L","M","Medical Practitioners","3834"
"14298M","M","Medical Practitioners","3834"
"14299N","M","Medical Practitioners","3834"
"14299N","N","Nurse Practitioners","3834"
"14300P","M","Medical Practitioners","3834"
"14302R","M","Medical Practitioners","3834"
"14302R","N","Nurse Practitioners","3834"
"14303T","M","Medical Practitioners","3834"
"14303T","N","Nurse Practitioners","3834"
"14304W","M","Medical Practitioners","3834"
"14305X","M","Medical Practitioners","3834"
"14305X","N","Nurse Practitioners","3834"
"14306Y","M","Medical Practitioners","3834"
"14306Y","N","Nurse Practitioners","3834"
"14307B","M","Medical Practitioners","3834"
"14307B","N","Nurse Practitioners","3834"
"14308C","M","Medical Practitioners","3834"
"14308C","N","Nurse Practitioners","3834"
"14309D","M","Medical Practitioners","3834"
"14309D","N","Nurse Practitioners","3834"
"14310E","M","Medical Practitioners","3834"
"14310E","N","Nurse Practitioners","3834"
"14311F","M","Medical Practitioners","3834"
"14311F","N","Nurse Practitioners","3834"
"14312G","M","Medical Practitioners","3834"
"14312G","N","Nurse Practitioners","3834"
"14313H","M","Medical Practitioners","3834"
"14313H","N","Nurse Practitioners","3834"
"14314J","M","Medical Practitioners","3834"
"14314J","N","Nurse Practitioners","3834"
"14315K","M","Medical Practitioners","3834"
"14315K","N","Nurse Practitioners","3834"
"14315K","O","Optometrist","3834"
"14316L","M","Medical Practitioners","3834"
"14316L","N","Nurse Practitioners","3834"
"14316L","O","Optometrist","3834"
"14317M","M","Medical Practitioners","3834"
"14317M","N","Nurse Practitioners","3834"
"14317M","O","Optometrist","3834"
"14318N","M","Medical Practitioners","3834"
"14318N","N","Nurse Practitioners","3834"
"14318N","O","Optometrist","3834"
"14319P","M","Medical Practitioners","3834"
"14319P","N","Nurse Practitioners","3834"
"14319P","O","Optometrist","3834"
"14320Q","M","Medical Practitioners","3834"
"14320Q","N","Nurse Practitioners","3834"
"14320Q","O","Optometrist","3834"
"14321R","M","Medical Practitioners","3834"
"14321R","N","Nurse Practitioners","3834"
"14321R","O","Optometrist","3834"
"14322T","M","Medical Practitioners","3834"
"14322T","N","Nurse Practitioners","3834"
"14323W","M","Medical Practitioners","3834"
"14323W","N","Nurse Practitioners","3834"
"14324X","M","Medical Practitioners","3834"
"14324X","N","Nurse Practitioners","3834"
"14325Y","M","Medical Practitioners","3834"
"14325Y","N","Nurse Practitioners","3834"
"14326B","M","Medical Practitioners","3834"
"14326B","N","Nurse Practitioners","3834"
"14327C","M","Medical Practitioners","3834"
"14327C","N","Nurse Practitioners","3834"
"14328D","M","Medical Practitioners","3834"
"14328D","N","Nurse Practitioners","3834"
"14329E","M","Medical Practitioners","3834"
"14329E","N","Nurse Practitioners","3834"
"14330F","M","Medical Practitioners","3834"
"14330F","N","Nurse Practitioners","3834"
"14331G","M","Medical Practitioners","3834"
"14331G","N","Nurse Practitioners","3834"
"14332H","M","Medical Practitioners","3834"
"14332H","N","Nurse Practitioners","3834"
"14333J","M","Medical Practitioners","3834"
"14333J","N","Nurse Practitioners","3834"
"14334K","M","Medical Practitioners","3834"
"14334K","N","Nurse Practitioners","3834"
"14335L","M","Medical Practitioners","3834"
"14335L","N","Nurse Practitioners","3834"
"14336M","M","Medical Practitioners","3834"
"14336M","N","Nurse Practitioners","3834"
"14337N","M","Medical Practitioners","3834"
"14337N","N","Nurse Practitioners","3834"
"14338P","M","Medical Practitioners","3834"
"14338P","N","Nurse Practitioners","3834"
"14339Q","M","Medical Practitioners","3834"
"1433K","M","Medical Practitioners","3834"
"1433K","N","Nurse Practitioners","3834"
"14340R","M","Medical Practitioners","3834"
"14340R","N","Nurse Practitioners","3834"
"14341T","M","Medical Practitioners","3834"
"14341T","N","Nurse Practitioners","3834"
"14342W","M","Medical Practitioners","3834"
"14342W","N","Nurse Practitioners","3834"
"14343X","M","Medical Practitioners","3834"
"14343X","N","Nurse Practitioners","3834"
"14344Y","M","Medical Practitioners","3834"
"14344Y","N","Nurse Practitioners","3834"
"14345B","M","Medical Practitioners","3834"
"14345B","N","Nurse Practitioners","3834"
"14346C","M","Medical Practitioners","3834"
"14346C","N","Nurse Practitioners","3834"
"14347D","M","Medical Practitioners","3834"
"14347D","N","Nurse Practitioners","3834"
"14348E","M","Medical Practitioners","3834"
"14348E","N","Nurse Practitioners","3834"
"14349F","M","Medical Practitioners","3834"
"14349F","N","Nurse Practitioners","3834"
"1434L","M","Medical Practitioners","3834"
"1434L","N","Nurse Practitioners","3834"
"14350G","M","Medical Practitioners","3834"
"14350G","N","Nurse Practitioners","3834"
"14350G","O","Optometrist","3834"
"14351H","M","Medical Practitioners","3834"
"14351H","N","Nurse Practitioners","3834"
"14351H","O","Optometrist","3834"
"14352J","M","Medical Practitioners","3834"
"14352J","N","Nurse Practitioners","3834"
"14352J","O","Optometrist","3834"
"14353K","M","Medical Practitioners","3834"
"14353K","N","Nurse Practitioners","3834"
"14353K","O","Optometrist","3834"
"14354L","M","Medical Practitioners","3834"
"14354L","N","Nurse Practitioners","3834"
"14354L","O","Optometrist","3834"
"14355M","M","Medical Practitioners","3834"
"14355M","N","Nurse Practitioners","3834"
"14355M","O","Optometrist","3834"
"14356N","M","Medical Practitioners","3834"
"14356N","N","Nurse Practitioners","3834"
"14357P","M","Medical Practitioners","3834"
"14357P","N","Nurse Practitioners","3834"
"14358Q","M","Medical Practitioners","3834"
"14358Q","N","Nurse Practitioners","3834"
"14359R","M","Medical Practitioners","3834"
"14359R","N","Nurse Practitioners","3834"
"14360T","M","Medical Practitioners","3834"
"14360T","N","Nurse Practitioners","3834"
"14361W","M","Medical Practitioners","3834"
"14361W","N","Nurse Practitioners","3834"
"14362X","M","Medical Practitioners","3834"
"14362X","N","Nurse Practitioners","3834"
"14363Y","M","Medical Practitioners","3834"
"14364B","M","Medical Practitioners","3834"
"14364B","N","Nurse Practitioners","3834"
"14365C","M","Medical Practitioners","3834"
"14366D","M","Medical Practitioners","3834"
"14366D","N","Nurse Practitioners","3834"
"14367E","M","Medical Practitioners","3834"
"14367E","N","Nurse Practitioners","3834"
"14368F","M","Medical Practitioners","3834"
"14368F","N","Nurse Practitioners","3834"
"14369G","M","Medical Practitioners","3834"
"14369G","N","Nurse Practitioners","3834"
"14370H","M","Medical Practitioners","3834"
"14370H","N","Nurse Practitioners","3834"
"14371J","M","Medical Practitioners","3834"
"14371J","N","Nurse Practitioners","3834"
"14372K","M","Medical Practitioners","3834"
"14372K","N","Nurse Practitioners","3834"
"14373L","M","Medical Practitioners","3834"
"14373L","N","Nurse Practitioners","3834"
"14374M","M","Medical Practitioners","3834"
"14374M","N","Nurse Practitioners","3834"
"14375N","M","Medical Practitioners","3834"
"14375N","N","Nurse Practitioners","3834"
"14376P","M","Medical Practitioners","3834"
"14376P","N","Nurse Practitioners","3834"
"14377Q","M","Medical Practitioners","3834"
"14377Q","N","Nurse Practitioners","3834"
"14378R","M","Medical Practitioners","3834"
"14378R","N","Nurse Practitioners","3834"
"14379T","M","Medical Practitioners","3834"
"14379T","N","Nurse Practitioners","3834"
"1437P","M","Medical Practitioners","3834"
"1437P","N","Nurse Practitioners","3834"
"1437P","W","Midwives","3834"
"14380W","M","Medical Practitioners","3834"
"14380W","N","Nurse Practitioners","3834"
"14381X","M","Medical Practitioners","3834"
"14381X","N","Nurse Practitioners","3834"
"14382Y","M","Medical Practitioners","3834"
"14382Y","N","Nurse Practitioners","3834"
"14383B","M","Medical Practitioners","3834"
"14383B","N","Nurse Practitioners","3834"
"14384C","M","Medical Practitioners","3834"
"14384C","N","Nurse Practitioners","3834"
"14385D","M","Medical Practitioners","3834"
"14385D","N","Nurse Practitioners","3834"
"14385D","O","Optometrist","3834"
"14386E","M","Medical Practitioners","3834"
"14386E","N","Nurse Practitioners","3834"
"14386E","O","Optometrist","3834"
"14387F","M","Medical Practitioners","3834"
"14387F","N","Nurse Practitioners","3834"
"14388G","M","Medical Practitioners","3834"
"14388G","N","Nurse Practitioners","3834"
"14389H","M","Medical Practitioners","3834"
"14389H","N","Nurse Practitioners","3834"
"14390J","M","Medical Practitioners","3834"
"14390J","N","Nurse Practitioners","3834"
"14391K","M","Medical Practitioners","3834"
"14391K","N","Nurse Practitioners","3834"
"14392L","M","Medical Practitioners","3834"
"14393M","M","Medical Practitioners","3834"
"14393M","N","Nurse Practitioners","3834"
"14394N","M","Medical Practitioners","3834"
"14395P","M","Medical Practitioners","3834"
"14396Q","M","Medical Practitioners","3834"
"14397R","M","Medical Practitioners","3834"
"14397R","N","Nurse Practitioners","3834"
"14398T","M","Medical Practitioners","3834"
"14398T","N","Nurse Practitioners","3834"
"14399W","M","Medical Practitioners","3834"
"14399W","N","Nurse Practitioners","3834"
"14400X","M","Medical Practitioners","3834"
"14400X","N","Nurse Practitioners","3834"
"14401Y","M","Medical Practitioners","3834"
"14402B","M","Medical Practitioners","3834"
"14402B","N","Nurse Practitioners","3834"
"14403C","M","Medical Practitioners","3834"
"14403C","N","Nurse Practitioners","3834"
"14404D","M","Medical Practitioners","3834"
"14404D","N","Nurse Practitioners","3834"
"14405E","M","Medical Practitioners","3834"
"14405E","N","Nurse Practitioners","3834"
"14406F","M","Medical Practitioners","3834"
"14406F","N","Nurse Practitioners","3834"
"14407G","M","Medical Practitioners","3834"
"14407G","N","Nurse Practitioners","3834"
"14408H","M","Medical Practitioners","3834"
"14408H","N","Nurse Practitioners","3834"
"14409J","M","Medical Practitioners","3834"
"14409J","N","Nurse Practitioners","3834"
"1440T","M","Medical Practitioners","3834"
"1440T","N","Nurse Practitioners","3834"
"1440T","W","Midwives","3834"
"14410K","M","Medical Practitioners","3834"
"14410K","N","Nurse Practitioners","3834"
"14411L","M","Medical Practitioners","3834"
"14411L","N","Nurse Practitioners","3834"
"14412M","M","Medical Practitioners","3834"
"14412M","N","Nurse Practitioners","3834"
"14413N","M","Medical Practitioners","3834"
"14413N","N","Nurse Practitioners","3834"
"14414P","M","Medical Practitioners","3834"
"14414P","N","Nurse Practitioners","3834"
"14415Q","M","Medical Practitioners","3834"
"14415Q","N","Nurse Practitioners","3834"
"14416R","M","Medical Practitioners","3834"
"14416R","N","Nurse Practitioners","3834"
"14417T","M","Medical Practitioners","3834"
"14417T","N","Nurse Practitioners","3834"
"14418W","M","Medical Practitioners","3834"
"14418W","N","Nurse Practitioners","3834"
"14419X","M","Medical Practitioners","3834"
"14419X","N","Nurse Practitioners","3834"
"14420Y","M","Medical Practitioners","3834"
"14420Y","N","Nurse Practitioners","3834"
"14420Y","O","Optometrist","3834"
"14421B","M","Medical Practitioners","3834"
"14421B","N","Nurse Practitioners","3834"
"14421B","O","Optometrist","3834"
"14422C","M","Medical Practitioners","3834"
"14422C","N","Nurse Practitioners","3834"
"14422C","O","Optometrist","3834"
"14423D","M","Medical Practitioners","3834"
"14423D","N","Nurse Practitioners","3834"
"14423D","O","Optometrist","3834"
"14424E","M","Medical Practitioners","3834"
"14424E","N","Nurse Practitioners","3834"
"14424E","O","Optometrist","3834"
"14426G","M","Medical Practitioners","3834"
"14426G","N","Nurse Practitioners","3834"
"14426G","O","Optometrist","3834"
"14427H","M","Medical Practitioners","3834"
"14427H","N","Nurse Practitioners","3834"
"14428J","M","Medical Practitioners","3834"
"14428J","N","Nurse Practitioners","3834"
"14429K","M","Medical Practitioners","3834"
"14429K","N","Nurse Practitioners","3834"
"14430L","M","Medical Practitioners","3834"
"14430L","N","Nurse Practitioners","3834"
"14431M","M","Medical Practitioners","3834"
"14431M","N","Nurse Practitioners","3834"
"14432N","M","Medical Practitioners","3834"
"14432N","N","Nurse Practitioners","3834"
"14433P","M","Medical Practitioners","3834"
"14433P","N","Nurse Practitioners","3834"
"14434Q","M","Medical Practitioners","3834"
"14434Q","N","Nurse Practitioners","3834"
"14435R","M","Medical Practitioners","3834"
"14435R","N","Nurse Practitioners","3834"
"14436T","M","Medical Practitioners","3834"
"14437W","M","Medical Practitioners","3834"
"14438X","M","Medical Practitioners","3834"
"14438X","N","Nurse Practitioners","3834"
"14439Y","M","Medical Practitioners","3834"
"14439Y","N","Nurse Practitioners","3834"
"1443Y","M","Medical Practitioners","3834"
"14440B","M","Medical Practitioners","3834"
"14440B","N","Nurse Practitioners","3834"
"14441C","M","Medical Practitioners","3834"
"14441C","N","Nurse Practitioners","3834"
"14442D","M","Medical Practitioners","3834"
"14442D","N","Nurse Practitioners","3834"
"14443E","M","Medical Practitioners","3834"
"14443E","N","Nurse Practitioners","3834"
"14444F","M","Medical Practitioners","3834"
"14444F","N","Nurse Practitioners","3834"
"14445G","M","Medical Practitioners","3834"
"14446H","M","Medical Practitioners","3834"
"14446H","N","Nurse Practitioners","3834"
"14447J","M","Medical Practitioners","3834"
"14447J","N","Nurse Practitioners","3834"
"14448K","M","Medical Practitioners","3834"
"14448K","N","Nurse Practitioners","3834"
"14449L","M","Medical Practitioners","3834"
"14449L","N","Nurse Practitioners","3834"
"1444B","M","Medical Practitioners","3834"
"1444B","N","Nurse Practitioners","3834"
"14450M","M","Medical Practitioners","3834"
"14450M","N","Nurse Practitioners","3834"
"14451N","M","Medical Practitioners","3834"
"14451N","N","Nurse Practitioners","3834"
"14453Q","M","Medical Practitioners","3834"
"14453Q","N","Nurse Practitioners","3834"
"14453Q","O","Optometrist","3834"
"14454R","M","Medical Practitioners","3834"
"14454R","N","Nurse Practitioners","3834"
"14455T","M","Medical Practitioners","3834"
"14455T","N","Nurse Practitioners","3834"
"14456W","M","Medical Practitioners","3834"
"14456W","N","Nurse Practitioners","3834"
"14457X","M","Medical Practitioners","3834"
"14457X","N","Nurse Practitioners","3834"
"14458Y","M","Medical Practitioners","3834"
"14458Y","N","Nurse Practitioners","3834"
"14459B","M","Medical Practitioners","3834"
"14459B","N","Nurse Practitioners","3834"
"14460C","M","Medical Practitioners","3834"
"14460C","N","Nurse Practitioners","3834"
"14461D","M","Medical Practitioners","3834"
"14461D","N","Nurse Practitioners","3834"
"14462E","M","Medical Practitioners","3834"
"14463F","M","Medical Practitioners","3834"
"14463F","N","Nurse Practitioners","3834"
"14464G","M","Medical Practitioners","3834"
"14464G","N","Nurse Practitioners","3834"
"14465H","M","Medical Practitioners","3834"
"14466J","M","Medical Practitioners","3834"
"14466J","N","Nurse Practitioners","3834"
"14467K","M","Medical Practitioners","3834"
"14467K","N","Nurse Practitioners","3834"
"14468L","M","Medical Practitioners","3834"
"14468L","N","Nurse Practitioners","3834"
"14469M","M","Medical Practitioners","3834"
"14469M","N","Nurse Practitioners","3834"
"14470N","M","Medical Practitioners","3834"
"14470N","N","Nurse Practitioners","3834"
"14471P","M","Medical Practitioners","3834"
"14471P","N","Nurse Practitioners","3834"
"14472Q","M","Medical Practitioners","3834"
"14472Q","N","Nurse Practitioners","3834"
"14473R","M","Medical Practitioners","3834"
"14473R","N","Nurse Practitioners","3834"
"14474T","M","Medical Practitioners","3834"
"14474T","N","Nurse Practitioners","3834"
"14475W","M","Medical Practitioners","3834"
"14475W","N","Nurse Practitioners","3834"
"14476X","M","Medical Practitioners","3834"
"14476X","N","Nurse Practitioners","3834"
"14477Y","M","Medical Practitioners","3834"
"14477Y","N","Nurse Practitioners","3834"
"14479C","M","Medical Practitioners","3834"
"14479C","N","Nurse Practitioners","3834"
"14480D","M","Medical Practitioners","3834"
"14480D","N","Nurse Practitioners","3834"
"14481E","M","Medical Practitioners","3834"
"14482F","M","Medical Practitioners","3834"
"14483G","M","Medical Practitioners","3834"
"14483G","N","Nurse Practitioners","3834"
"14484H","M","Medical Practitioners","3834"
"14484H","N","Nurse Practitioners","3834"
"14485J","M","Medical Practitioners","3834"
"14485J","N","Nurse Practitioners","3834"
"14486K","M","Medical Practitioners","3834"
"14486K","N","Nurse Practitioners","3834"
"14487L","M","Medical Practitioners","3834"
"14487L","N","Nurse Practitioners","3834"
"14488M","M","Medical Practitioners","3834"
"14488M","N","Nurse Practitioners","3834"
"14489N","M","Medical Practitioners","3834"
"14489N","N","Nurse Practitioners","3834"
"14490P","M","Medical Practitioners","3834"
"14490P","N","Nurse Practitioners","3834"
"14491Q","M","Medical Practitioners","3834"
"14491Q","N","Nurse Practitioners","3834"
"14491Q","O","Optometrist","3834"
"14492R","M","Medical Practitioners","3834"
"14492R","N","Nurse Practitioners","3834"
"14492R","O","Optometrist","3834"
"14493T","M","Medical Practitioners","3834"
"14493T","N","Nurse Practitioners","3834"
"14493T","O","Optometrist","3834"
"14494W","M","Medical Practitioners","3834"
"14494W","N","Nurse Practitioners","3834"
"14494W","O","Optometrist","3834"
"14495X","M","Medical Practitioners","3834"
"14495X","N","Nurse Practitioners","3834"
"14495X","O","Optometrist","3834"
"14496Y","M","Medical Practitioners","3834"
"14496Y","N","Nurse Practitioners","3834"
"14496Y","O","Optometrist","3834"
"14497B","M","Medical Practitioners","3834"
"14497B","N","Nurse Practitioners","3834"
"14497B","O","Optometrist","3834"
"14498C","M","Medical Practitioners","3834"
"14498C","N","Nurse Practitioners","3834"
"14499D","M","Medical Practitioners","3834"
"14499D","N","Nurse Practitioners","3834"
"1449G","M","Medical Practitioners","3834"
"1449G","N","Nurse Practitioners","3834"
"14500E","M","Medical Practitioners","3834"
"14500E","N","Nurse Practitioners","3834"
"14501F","M","Medical Practitioners","3834"
"14501F","N","Nurse Practitioners","3834"
"14502G","M","Medical Practitioners","3834"
"14502G","N","Nurse Practitioners","3834"
"14503H","M","Medical Practitioners","3834"
"14503H","N","Nurse Practitioners","3834"
"14504J","M","Medical Practitioners","3834"
"14504J","N","Nurse Practitioners","3834"
"14505K","M","Medical Practitioners","3834"
"14505K","N","Nurse Practitioners","3834"
"14506L","M","Medical Practitioners","3834"
"14506L","N","Nurse Practitioners","3834"
"14507M","M","Medical Practitioners","3834"
"14507M","N","Nurse Practitioners","3834"
"14508N","M","Medical Practitioners","3834"
"14508N","N","Nurse Practitioners","3834"
"14509P","M","Medical Practitioners","3834"
"14509P","N","Nurse Practitioners","3834"
"14510Q","M","Medical Practitioners","3834"
"14510Q","N","Nurse Practitioners","3834"
"14511R","M","Medical Practitioners","3834"
"14511R","N","Nurse Practitioners","3834"
"14512T","M","Medical Practitioners","3834"
"14513W","M","Medical Practitioners","3834"
"14513W","N","Nurse Practitioners","3834"
"14514X","M","Medical Practitioners","3834"
"14514X","N","Nurse Practitioners","3834"
"14515Y","M","Medical Practitioners","3834"
"14515Y","N","Nurse Practitioners","3834"
"14516B","M","Medical Practitioners","3834"
"14516B","N","Nurse Practitioners","3834"
"14517C","M","Medical Practitioners","3834"
"14517C","N","Nurse Practitioners","3834"
"14518D","M","Medical Practitioners","3834"
"14518D","N","Nurse Practitioners","3834"
"14519E","M","Medical Practitioners","3834"
"14519E","N","Nurse Practitioners","3834"
"14520F","M","Medical Practitioners","3834"
"14520F","N","Nurse Practitioners","3834"
"14520F","O","Optometrist","3834"
"14521G","M","Medical Practitioners","3834"
"14521G","N","Nurse Practitioners","3834"
"14521G","O","Optometrist","3834"
"14523J","M","Medical Practitioners","3834"
"14523J","N","Nurse Practitioners","3834"
"14523J","O","Optometrist","3834"
"14524K","M","Medical Practitioners","3834"
"14524K","N","Nurse Practitioners","3834"
"14524K","O","Optometrist","3834"
"14525L","M","Medical Practitioners","3834"
"14525L","N","Nurse Practitioners","3834"
"14526M","M","Medical Practitioners","3834"
"14526M","N","Nurse Practitioners","3834"
"14527N","M","Medical Practitioners","3834"
"14527N","N","Nurse Practitioners","3834"
"14528P","M","Medical Practitioners","3834"
"14528P","N","Nurse Practitioners","3834"
"14529Q","M","Medical Practitioners","3834"
"14530R","M","Medical Practitioners","3834"
"14530R","N","Nurse Practitioners","3834"
"14531T","M","Medical Practitioners","3834"
"14531T","N","Nurse Practitioners","3834"
"14532W","M","Medical Practitioners","3834"
"14532W","N","Nurse Practitioners","3834"
"14533X","M","Medical Practitioners","3834"
"14533X","N","Nurse Practitioners","3834"
"14534Y","M","Medical Practitioners","3834"
"14534Y","N","Nurse Practitioners","3834"
"14535B","M","Medical Practitioners","3834"
